"invoiceno","customerid","country","invoicemonth","totalinvoiceamount","totalitems","distinctproducts","highvaluebasket"
"537067","14813",United Kingdom,2010-12-01 00:00:00.000,27.45,8,6,0
"537077","17062",United Kingdom,2010-12-01 00:00:00.000,179.64,163,26,1
"537081","15332",Lithuania,2010-12-01 00:00:00.000,1145.06,442,25,1
"537086","15332",Lithuania,2010-12-01 00:00:00.000,438.00,168,8,1
"537090","15332",Lithuania,2010-12-01 00:00:00.000,15.00,12,1,0
"537111","14810",United Kingdom,2010-12-01 00:00:00.000,177.89,83,22,1
"537117","16353",United Kingdom,2010-12-01 00:00:00.000,204.00,48,1,1
"537126","18118",United Kingdom,2010-12-01 00:00:00.000,472.11,211,116,1
"537127","13831",United Kingdom,2010-12-01 00:00:00.000,408.00,160,2,1
"537128","12841",United Kingdom,2010-12-01 00:00:00.000,211.74,135,23,1
"537129","13506",United Kingdom,2010-12-01 00:00:00.000,301.12,232,17,1
"537130","17796",United Kingdom,2010-12-01 00:00:00.000,114.65,28,19,1
"537131","15716",United Kingdom,2010-12-01 00:00:00.000,529.40,429,35,1
"537133","18156",United Kingdom,2010-12-01 00:00:00.000,186.88,68,50,1
"537134","16983",United Kingdom,2010-12-01 00:00:00.000,163.49,107,9,1
"537135","17059",United Kingdom,2010-12-01 00:00:00.000,722.36,471,115,1
"537136","12748",United Kingdom,2010-12-01 00:00:00.000,267.46,147,34,1
"537137","16327",United Kingdom,2010-12-01 00:00:00.000,535.60,392,66,1
"537138","17211",United Kingdom,2010-12-01 00:00:00.000,273.30,204,33,1
"537139","17026",United Kingdom,2010-12-01 00:00:00.000,33.15,25,3,0
"537140","12748",United Kingdom,2010-12-01 00:00:00.000,65.57,51,33,0
"537141","15570",United Kingdom,2010-12-01 00:00:00.000,517.65,165,37,1
"537142","12748",United Kingdom,2010-12-01 00:00:00.000,41.45,16,15,0
"537144","15880",United Kingdom,2010-12-01 00:00:00.000,329.03,202,95,1
"537153","16718",United Kingdom,2010-12-01 00:00:00.000,606.05,407,41,1
"537154","15808",United Kingdom,2010-12-01 00:00:00.000,953.05,327,54,1
"537155","12748",United Kingdom,2010-12-01 00:00:00.000,73.72,63,30,0
"537156","17858",United Kingdom,2010-12-01 00:00:00.000,236.25,75,17,1
"537158","16393",United Kingdom,2010-12-01 00:00:00.000,184.80,86,10,1
"537159","14527",United Kingdom,2010-12-01 00:00:00.000,292.95,60,28,1
"537160","14161",United Kingdom,2010-12-01 00:00:00.000,283.15,128,26,1
"537163","17863",United Kingdom,2010-12-01 00:00:00.000,384.72,276,21,1
"537176","16411",United Kingdom,2010-12-01 00:00:00.000,128.55,69,19,1
"537179","13767",United Kingdom,2010-12-01 00:00:00.000,806.28,284,13,1
"537192","16402",United Kingdom,2010-12-01 00:00:00.000,205.65,102,53,1
"537193","15023",United Kingdom,2010-12-01 00:00:00.000,429.40,226,32,1
"537194","17402",United Kingdom,2010-12-01 00:00:00.000,271.20,80,1,1
"537195","15311",United Kingdom,2010-12-01 00:00:00.000,635.64,298,32,1
"537196","15426",United Kingdom,2010-12-01 00:00:00.000,382.57,149,74,1
"537197","12647",Germany,2010-12-01 00:00:00.000,286.50,79,16,1
"537198","12647",Germany,2010-12-01 00:00:00.000,85.50,11,2,0
"537199","15894",United Kingdom,2010-12-01 00:00:00.000,151.44,111,32,1
"537200","15867",United Kingdom,2010-12-01 00:00:00.000,111.65,46,28,1
"537201","12472",Germany,2010-12-01 00:00:00.000,1631.30,972,70,1
"537202","14506",United Kingdom,2010-12-01 00:00:00.000,257.00,106,43,1
"537204","15555",United Kingdom,2010-12-01 00:00:00.000,198.43,293,32,1
"537205","13034",United Kingdom,2010-12-01 00:00:00.000,165.86,116,11,1
"537206","15235",United Kingdom,2010-12-01 00:00:00.000,85.55,25,4,0
"537207","17402",United Kingdom,2010-12-01 00:00:00.000,188.77,40,23,1
"537208","15889",United Kingdom,2010-12-01 00:00:00.000,272.07,141,57,1
"537209","14606",United Kingdom,2010-12-01 00:00:00.000,192.68,83,41,1
"537210","15953",United Kingdom,2010-12-01 00:00:00.000,207.74,100,15,1
"537211","16143",United Kingdom,2010-12-01 00:00:00.000,355.75,145,16,1
"537212","12720",Germany,2010-12-01 00:00:00.000,473.39,299,30,1
"537213","12748",United Kingdom,2010-12-01 00:00:00.000,8.65,7,6,0
"537214","16422",United Kingdom,2010-12-01 00:00:00.000,1668.20,2048,13,1
"537215","12747",United Kingdom,2010-12-01 00:00:00.000,358.56,108,7,1
"537216","15502",United Kingdom,2010-12-01 00:00:00.000,569.50,240,18,1
"537217","15502",United Kingdom,2010-12-01 00:00:00.000,167.20,16,4,1
"537218","12763",Japan,2010-12-01 00:00:00.000,320.08,196,16,1
"537219","14081",United Kingdom,2010-12-01 00:00:00.000,423.52,252,67,1
"537220","",United Kingdom,2010-12-01 00:00:00.000,3.35,1,1,0
"537221","17965",United Kingdom,2010-12-01 00:00:00.000,37.35,14,7,0
"537222","14404",United Kingdom,2010-12-01 00:00:00.000,129.23,56,25,1
"537223","13579",United Kingdom,2010-12-01 00:00:00.000,164.70,46,9,1
"537224","13174",United Kingdom,2010-12-01 00:00:00.000,1369.06,674,122,1
"537225","12748",United Kingdom,2010-12-01 00:00:00.000,491.38,310,60,1
"537226","15987",United Kingdom,2010-12-01 00:00:00.000,113.48,86,9,1
"537227","17677",United Kingdom,2010-12-01 00:00:00.000,922.40,700,20,1
"537228","17677",United Kingdom,2010-12-01 00:00:00.000,25.2,12,1,0
"537229","17677",United Kingdom,2010-12-01 00:00:00.000,17.40,12,1,0
"537230","",United Kingdom,2010-12-01 00:00:00.000,2.95,1,1,0
"537231","13652",United Kingdom,2010-12-01 00:00:00.000,308.80,112,18,1
"537233","17428",United Kingdom,2010-12-01 00:00:00.000,353.00,148,9,1
"537235","17381",United Kingdom,2010-12-01 00:00:00.000,2567.64,1464,5,1
"537236","16858",United Kingdom,2010-12-01 00:00:00.000,375.69,91,9,1
"537237","",United Kingdom,2010-12-01 00:00:00.000,7335.45,1608,595,1
"537238","16161",United Kingdom,2010-12-01 00:00:00.000,164.20,88,15,1
"537239","18219",United Kingdom,2010-12-01 00:00:00.000,210.19,67,13,1
"537240","",United Kingdom,2010-12-01 00:00:00.000,7660.48,1811,568,1
"537241","14293",United Kingdom,2010-12-01 00:00:00.000,364.92,172,15,1
"537242","14748",United Kingdom,2010-12-01 00:00:00.000,412.22,282,29,1
"537243","16638",United Kingdom,2010-12-01 00:00:00.000,50.4,24,2,0
"537244","17674",United Kingdom,2010-12-01 00:00:00.000,300.66,349,11,1
"537245","14748",United Kingdom,2010-12-01 00:00:00.000,58.20,48,3,0
"537246","12808",Portugal,2010-12-01 00:00:00.000,129.40,53,7,1
"537247","13094",United Kingdom,2010-12-01 00:00:00.000,223.68,192,3,1
"537248","15899",United Kingdom,2010-12-01 00:00:00.000,56.25,39,4,0
"537249","16955",United Kingdom,2010-12-01 00:00:00.000,33.00,20,1,0
"537250","12708",Germany,2010-12-01 00:00:00.000,196.44,89,14,1
"537252","",United Kingdom,2010-12-01 00:00:00.000,26.35,31,1,0
"537253","",United Kingdom,2010-12-01 00:00:00.000,351.47,178,23,1
"537254","15898",United Kingdom,2010-12-01 00:00:00.000,377.64,207,55,1
"537255","14443",United Kingdom,2010-12-01 00:00:00.000,303.50,163,20,1
"537256","16210",United Kingdom,2010-12-01 00:00:00.000,2263.80,796,11,1
"537257","17691",United Kingdom,2010-12-01 00:00:00.000,142.50,58,9,1
"537258","17227",United Kingdom,2010-12-01 00:00:00.000,142.25,92,10,1
"537262","15039",United Kingdom,2010-12-01 00:00:00.000,585.41,256,54,1
"537265","15919",United Kingdom,2010-12-01 00:00:00.000,214.08,175,38,1
"537298","13497",United Kingdom,2010-12-01 00:00:00.000,153.50,54,9,1
"537301","15860",United Kingdom,2010-12-01 00:00:00.000,102.66,72,14,1
"537312","14189",United Kingdom,2010-12-01 00:00:00.000,311.24,254,9,1
"537313","15304",United Kingdom,2010-12-01 00:00:00.000,123.15,21,5,1
"537332","14344",United Kingdom,2010-12-01 00:00:00.000,322.80,120,12,1
"537334","16719",United Kingdom,2010-12-01 00:00:00.000,430.73,146,44,1
"537335","15048",United Kingdom,2010-12-01 00:00:00.000,98.70,32,23,0
"537346","15301",United Kingdom,2010-12-01 00:00:00.000,673.37,503,34,1
"537350","14708",United Kingdom,2010-12-01 00:00:00.000,419.06,350,12,1
"537351","16898",United Kingdom,2010-12-01 00:00:00.000,112.08,94,29,1
"537354","12748",United Kingdom,2010-12-01 00:00:00.000,133.07,85,38,1
"537359","14825",United Kingdom,2010-12-01 00:00:00.000,184.10,72,10,1
"537360","18113",United Kingdom,2010-12-01 00:00:00.000,76.32,72,1,0
"537362","17596",United Kingdom,2010-12-01 00:00:00.000,390.97,529,56,1
"537365","15078",United Kingdom,2010-12-01 00:00:00.000,449.95,201,21,1
"537366","14085",United Kingdom,2010-12-01 00:00:00.000,308.05,106,12,1
"537367","15078",United Kingdom,2010-12-01 00:00:00.000,25.2,12,1,0
"537368","14911",EIRE,2010-12-01 00:00:00.000,377.50,135,15,1
"537369","17860",United Kingdom,2010-12-01 00:00:00.000,226.45,93,49,1
"537370","13155",United Kingdom,2010-12-01 00:00:00.000,379.70,168,51,1
"537371","15028",United Kingdom,2010-12-01 00:00:00.000,185.97,119,14,1
"537372","16919",United Kingdom,2010-12-01 00:00:00.000,198.35,73,22,1
"537374","17259",United Kingdom,2010-12-01 00:00:00.000,367.95,256,74,1
"537375","17019",United Kingdom,2010-12-01 00:00:00.000,358.82,223,48,1
"537376","16722",United Kingdom,2010-12-01 00:00:00.000,480.68,278,16,1
"537377","15882",United Kingdom,2010-12-01 00:00:00.000,270.52,116,14,1
"537378","14911",EIRE,2010-12-01 00:00:00.000,784.15,476,20,1
"537380","15882",United Kingdom,2010-12-01 00:00:00.000,100.8,48,2,1
"537381","14667",United Kingdom,2010-12-01 00:00:00.000,511.56,372,24,1
"537382","16710",United Kingdom,2010-12-01 00:00:00.000,370.42,192,53,1
"537384","15984",United Kingdom,2010-12-01 00:00:00.000,122.70,56,5,1
"537385","14487",United Kingdom,2010-12-01 00:00:00.000,125.10,37,13,1
"537386","14911",EIRE,2010-12-01 00:00:00.000,20.85,3,1,0
"537387","13468",United Kingdom,2010-12-01 00:00:00.000,222.18,84,14,1
"537388","17682",United Kingdom,2010-12-01 00:00:00.000,391.50,210,18,1
"537389","17757",United Kingdom,2010-12-01 00:00:00.000,149.00,60,19,1
"537390","16658",United Kingdom,2010-12-01 00:00:00.000,123.24,40,8,1
"537391","16550",United Kingdom,2010-12-01 00:00:00.000,554.66,257,48,1
"537392","17068",United Kingdom,2010-12-01 00:00:00.000,166.15,80,24,1
"537393","13089",United Kingdom,2010-12-01 00:00:00.000,2415.04,972,34,1
"537394","13089",United Kingdom,2010-12-01 00:00:00.000,81.18,54,5,0
"537395","15356",United Kingdom,2010-12-01 00:00:00.000,143.12,75,49,1
"537396","17223",United Kingdom,2010-12-01 00:00:00.000,292.84,64,29,1
"537397","16817",United Kingdom,2010-12-01 00:00:00.000,244.20,164,10,1
"537399","13030",United Kingdom,2010-12-01 00:00:00.000,402.36,174,50,1
"537400","17191",United Kingdom,2010-12-01 00:00:00.000,422.81,261,49,1
"537403","17191",United Kingdom,2010-12-01 00:00:00.000,30.45,21,11,0
"537404","17191",United Kingdom,2010-12-01 00:00:00.000,56.85,38,11,0
"537405","17841",United Kingdom,2010-12-01 00:00:00.000,406.69,132,45,1
"537407","15502",United Kingdom,2010-12-01 00:00:00.000,192.70,34,6,1
"537409","15194",United Kingdom,2010-12-01 00:00:00.000,406.16,247,16,1
"537410","14409",United Kingdom,2010-12-01 00:00:00.000,151.2,72,1,1
"537411","",United Kingdom,2010-12-01 00:00:00.000,9.65,4,3,0
"537412","14409",United Kingdom,2010-12-01 00:00:00.000,177.60,96,1,1
"537415","16654",United Kingdom,2010-12-01 00:00:00.000,227.40,63,9,1
"537418","17884",United Kingdom,2010-12-01 00:00:00.000,135.01,65,33,1
"537419","13495",United Kingdom,2010-12-01 00:00:00.000,510.95,209,14,1
"537420","17519",United Kingdom,2010-12-01 00:00:00.000,335.30,184,18,1
"537421","17218",United Kingdom,2010-12-01 00:00:00.000,287.54,129,48,1
"537422","17812",United Kingdom,2010-12-01 00:00:00.000,193.30,127,27,1
"537423","14215",United Kingdom,2010-12-01 00:00:00.000,166.00,104,6,1
"537424","15602",United Kingdom,2010-12-01 00:00:00.000,92.55,57,3,0
"537428","17320",United Kingdom,2010-12-01 00:00:00.000,450.92,210,22,1
"537429","12748",United Kingdom,2010-12-01 00:00:00.000,82.12,119,20,0
"537433","12913",United Kingdom,2010-12-01 00:00:00.000,417.62,146,4,1
"537434","",United Kingdom,2010-12-01 00:00:00.000,8223.40,1869,674,1
"537435","17920",United Kingdom,2010-12-01 00:00:00.000,221.50,82,14,1
"537440","17869",United Kingdom,2010-12-01 00:00:00.000,214.32,67,16,1
"537441","13564",United Kingdom,2010-12-01 00:00:00.000,536.05,255,40,1
"537442","",United Kingdom,2010-12-01 00:00:00.000,5.07,2,2,0
"537446","18055",United Kingdom,2010-12-01 00:00:00.000,569.03,201,28,1
"537447","13963",United Kingdom,2010-12-01 00:00:00.000,151.30,54,7,1
"537448","17450",United Kingdom,2010-12-01 00:00:00.000,39.6,6,1,0
"537456","17450",United Kingdom,2010-12-01 00:00:00.000,1989.24,780,2,1
"537457","17511",United Kingdom,2010-12-01 00:00:00.000,1644.94,914,19,1
"537458","17091",United Kingdom,2010-12-01 00:00:00.000,293.45,101,13,1
"537459","17470",United Kingdom,2010-12-01 00:00:00.000,178.40,112,11,1
"537460","17616",United Kingdom,2010-12-01 00:00:00.000,326.40,128,1,1
"537461","15649",United Kingdom,2010-12-01 00:00:00.000,510.00,120,1,1
"537462","17228",United Kingdom,2010-12-01 00:00:00.000,172.65,89,12,1
"537463","12681",France,2010-12-01 00:00:00.000,1033.52,585,41,1
"537464","14907",United Kingdom,2010-12-01 00:00:00.000,618.07,234,28,1
"537465","17735",United Kingdom,2010-12-01 00:00:00.000,454.60,218,22,1
"537467","16059",United Kingdom,2010-12-01 00:00:00.000,118.25,51,18,1
"537468","12567",France,2010-12-01 00:00:00.000,415.46,167,20,1
"537469","17720",United Kingdom,2010-12-01 00:00:00.000,102.00,24,1,1
"537470","15018",United Kingdom,2010-12-01 00:00:00.000,111.25,21,5,1
"537471","14344",United Kingdom,2010-12-01 00:00:00.000,17.85,3,1,0
"537472","12971",United Kingdom,2010-12-01 00:00:00.000,111.54,126,6,1
"537476","15838",United Kingdom,2010-12-01 00:00:00.000,957.50,550,3,1
"537484","14733",United Kingdom,2010-12-01 00:00:00.000,1830.02,680,28,1
"537489","17017",United Kingdom,2010-12-01 00:00:00.000,511.80,396,21,1
"537509","13756",United Kingdom,2010-12-01 00:00:00.000,532.80,288,2,1
"537523","14176",United Kingdom,2010-12-01 00:00:00.000,159.55,61,9,1
"537534","",United Kingdom,2010-12-01 00:00:00.000,924.59,1,1,1
"537538","15353",United Kingdom,2010-12-01 00:00:00.000,311.65,131,12,1
"537567","18119",United Kingdom,2010-12-01 00:00:00.000,180.70,124,29,1
"537592","17491",United Kingdom,2010-12-01 00:00:00.000,327.40,268,5,1
"537593","14282",United Kingdom,2010-12-01 00:00:00.000,571.00,300,13,1
"537594","12647",Germany,2010-12-01 00:00:00.000,596.80,155,17,1
"537595","13569",United Kingdom,2010-12-01 00:00:00.000,109.82,43,23,1
"537598","14135",United Kingdom,2010-12-01 00:00:00.000,319.00,80,14,1
"537599","17954",United Kingdom,2010-12-01 00:00:00.000,19.90,2,1,0
"537601","17287",United Kingdom,2010-12-01 00:00:00.000,108.78,62,9,1
"537603","14673",United Kingdom,2010-12-01 00:00:00.000,373.49,213,15,1
"537604","13488",United Kingdom,2010-12-01 00:00:00.000,1381.92,516,45,1
"537605","16221",United Kingdom,2010-12-01 00:00:00.000,166.74,52,12,1
"537606","15002",United Kingdom,2010-12-01 00:00:00.000,631.65,279,30,1
"537607","15965",United Kingdom,2010-12-01 00:00:00.000,156.19,74,16,1
"537608","15024",United Kingdom,2010-12-01 00:00:00.000,444.42,235,46,1
"537609","17675",United Kingdom,2010-12-01 00:00:00.000,617.12,236,12,1
"537612","13769",United Kingdom,2010-12-01 00:00:00.000,322.30,122,10,1
"537614","16904",United Kingdom,2010-12-01 00:00:00.000,322.80,137,30,1
"537615","15898",United Kingdom,2010-12-01 00:00:00.000,139.00,20,5,1
"537616","16904",United Kingdom,2010-12-01 00:00:00.000,15.90,2,1,0
"537617","16086",United Kingdom,2010-12-01 00:00:00.000,177.26,76,8,1
"537618","15061",United Kingdom,2010-12-01 00:00:00.000,2022.16,956,16,1
"537619","13786",United Kingdom,2010-12-01 00:00:00.000,230.40,136,7,1
"537620","13880",United Kingdom,2010-12-01 00:00:00.000,97.80,54,6,0
"537621","",United Kingdom,2010-12-01 00:00:00.000,19.50,10,4,0
"537622","13173",United Kingdom,2010-12-01 00:00:00.000,165.94,114,23,1
"537623","15858",United Kingdom,2010-12-01 00:00:00.000,383.93,199,44,1
"537624","12748",United Kingdom,2010-12-01 00:00:00.000,295.11,146,53,1
"537625","15180",United Kingdom,2010-12-01 00:00:00.000,87.50,36,6,0
"537626","12347",Iceland,2010-12-01 00:00:00.000,711.79,319,31,1
"537627","14739",United Kingdom,2010-12-01 00:00:00.000,713.88,476,12,1
"537628","16293",United Kingdom,2010-12-01 00:00:00.000,378.75,189,16,1
"537629","17419",United Kingdom,2010-12-01 00:00:00.000,356.87,191,18,1
"537631","17419",United Kingdom,2010-12-01 00:00:00.000,17.40,12,1,0
"537632","",United Kingdom,2010-12-01 00:00:00.000,13541.33,1,1,1
"537633","",United Kingdom,2010-12-01 00:00:00.000,24.90,5,5,0
"537634","16775",United Kingdom,2010-12-01 00:00:00.000,231.90,62,18,1
"537635","16306",United Kingdom,2010-12-01 00:00:00.000,68.10,30,2,0
"537636","16950",United Kingdom,2010-12-01 00:00:00.000,172.00,32,3,1
"537637","",United Kingdom,2010-12-01 00:00:00.000,15.70,4,4,0
"537638","",United Kingdom,2010-12-01 00:00:00.000,6293.86,1448,601,1
"537640","",United Kingdom,2010-12-01 00:00:00.000,11540.34,2200,148,1
"537641","",United Kingdom,2010-12-01 00:00:00.000,1240.19,138,79,1
"537642","",United Kingdom,2010-12-01 00:00:00.000,2164.51,256,122,1
"537643","",United Kingdom,2010-12-01 00:00:00.000,2416.59,269,123,1
"537645","",United Kingdom,2010-12-01 00:00:00.000,2448.29,254,107,1
"537646","17591",United Kingdom,2010-12-01 00:00:00.000,384.30,124,67,1
"537648","12839",United Kingdom,2010-12-01 00:00:00.000,402.61,271,22,1
"537649","13807",United Kingdom,2010-12-01 00:00:00.000,112.60,36,7,1
"537650","16125",United Kingdom,2010-12-01 00:00:00.000,289.35,124,13,1
"537653","17897",United Kingdom,2010-12-01 00:00:00.000,247.33,80,34,1
"537654","",United Kingdom,2010-12-01 00:00:00.000,135.05,46,21,1
"537655","15081",United Kingdom,2010-12-01 00:00:00.000,111.15,57,8,1
"537657","18102",United Kingdom,2010-12-01 00:00:00.000,9639.12,2790,5,1
"537658","18102",United Kingdom,2010-12-01 00:00:00.000,395.76,120,3,1
"537659","18102",United Kingdom,2010-12-01 00:00:00.000,15885.49,3689,9,1
"537664","15024",United Kingdom,2010-12-01 00:00:00.000,46.80,24,1,0
"537665","16365",United Kingdom,2010-12-01 00:00:00.000,139.86,101,6,1
"537666","",United Kingdom,2010-12-01 00:00:00.000,5058.04,1144,536,1
"537667","17870",United Kingdom,2010-12-01 00:00:00.000,326.40,128,1,1
"537668","14821",United Kingdom,2010-12-01 00:00:00.000,48.80,20,2,0
"537669","16863",United Kingdom,2010-12-01 00:00:00.000,164.25,105,9,1
"537670","13078",United Kingdom,2010-12-01 00:00:00.000,514.39,151,10,1
"537671","13267",United Kingdom,2010-12-01 00:00:00.000,328.45,145,15,1
"537672","13050",United Kingdom,2010-12-01 00:00:00.000,328.01,182,18,1
"537673","12709",Germany,2010-12-01 00:00:00.000,522.70,139,7,1
"537674","15628",United Kingdom,2010-12-01 00:00:00.000,319.18,250,19,1
"537675","",United Kingdom,2010-12-01 00:00:00.000,5.04,12,1,0
"537676","12386",Australia,2010-12-01 00:00:00.000,258.90,214,8,1
"537678","16779",United Kingdom,2010-12-01 00:00:00.000,356.91,133,9,1
"537679","",United Kingdom,2010-12-01 00:00:00.000,24.59,24,5,0
"537680","13599",United Kingdom,2010-12-01 00:00:00.000,253.24,173,13,1
"537681","13329",United Kingdom,2010-12-01 00:00:00.000,304.20,175,7,1
"537682","13599",United Kingdom,2010-12-01 00:00:00.000,99.60,72,4,0
"537683","12921",United Kingdom,2010-12-01 00:00:00.000,365.40,240,20,1
"537685","18077",United Kingdom,2010-12-01 00:00:00.000,204.87,171,19,1
"537686","14744",United Kingdom,2010-12-01 00:00:00.000,225.00,148,3,1
"537688","17406",United Kingdom,2010-12-01 00:00:00.000,702.10,270,19,1
"537689","15750",United Kingdom,2010-12-01 00:00:00.000,301.52,288,17,1
"537690","13983",United Kingdom,2010-12-01 00:00:00.000,329.36,220,15,1
"537691","13842",United Kingdom,2010-12-01 00:00:00.000,310.57,163,20,1
"537692","14796",United Kingdom,2010-12-01 00:00:00.000,671.21,434,49,1
"537693","12441",France,2010-12-01 00:00:00.000,173.55,121,11,1
"537694","14901",United Kingdom,2010-12-01 00:00:00.000,158.25,63,14,1
"537698","13199",United Kingdom,2010-12-01 00:00:00.000,468.68,452,4,1
"537700","18229",United Kingdom,2010-12-01 00:00:00.000,309.00,68,3,1
"537707","14032",United Kingdom,2010-12-01 00:00:00.000,303.86,176,14,1
"537738","17706",United Kingdom,2010-12-01 00:00:00.000,287.08,144,17,1
