invoiceno,customerid,country,invoicemonth,totalinvoiceamount,totalitems,distinctproducts,highvaluebasket,log_totalinvoiceamount
536972,16926.0,United Kingdom,2010-12-01 00:00:00.000,230.25,35,14,1,5.443499376392535
536973,17787.0,United Kingdom,2010-12-01 00:00:00.000,736.28,356,30,1,6.602967738627417
536974,12682.0,France,2010-12-01 00:00:00.000,336.24,132,16,1,5.820794843054475
536975,14911.0,EIRE,2010-12-01 00:00:00.000,1705.65,827,71,1,7.44228766369276
536976,14723.0,United Kingdom,2010-12-01 00:00:00.000,149.8,76,19,1,5.015954455573856
536977,17954.0,United Kingdom,2010-12-01 00:00:00.000,108.78,60,14,1,4.698478363121743
536980,17819.0,United Kingdom,2010-12-01 00:00:00.000,591.47,239,12,1,6.384300238816005
536981,14723.0,United Kingdom,2010-12-01 00:00:00.000,97.39,38,22,0,4.588939172877674
536983,12712.0,Germany,2010-12-01 00:00:00.000,175.53,60,9,1,5.173490833601192
536984,17841.0,United Kingdom,2010-12-01 00:00:00.000,339.54,136,29,1,5.830532592992498
536985,15373.0,United Kingdom,2010-12-01 00:00:00.000,334.3,42,11,1,5.8150256534721825
536986,16140.0,United Kingdom,2010-12-01 00:00:00.000,124.14,104,7,1,4.829433110570218
536987,17198.0,United Kingdom,2010-12-01 00:00:00.000,272.01,124,52,1,5.609508424550726
536988,17238.0,United Kingdom,2010-12-01 00:00:00.000,254.39,100,38,1,5.542791788564076
536989,17238.0,United Kingdom,2010-12-01 00:00:00.000,115.7,26,22,1,4.75960653929251
536990,12793.0,Portugal,2010-12-01 00:00:00.000,131.8,65,7,1,4.888844237042334
536992,15769.0,United Kingdom,2010-12-01 00:00:00.000,91.8,36,1,0,4.530446639792155
536993,14396.0,United Kingdom,2010-12-01 00:00:00.000,110.35,39,34,1,4.712678393703377
536994,14898.0,United Kingdom,2010-12-01 00:00:00.000,98.5,18,3,0,4.600157644164547
537022,12725.0,Italy,2010-12-01 00:00:00.000,427.8,164,24,1,6.060990609756592
537023,16725.0,United Kingdom,2010-12-01 00:00:00.000,122.15,64,25,1,4.813403124566547
537026,12395.0,Belgium,2010-12-01 00:00:00.000,346.1,528,12,1,5.849612922867741
537030,16455.0,United Kingdom,2010-12-01 00:00:00.000,246.3,142,13,1,5.510602174527371
537031,16455.0,United Kingdom,2010-12-01 00:00:00.000,135.0,108,6,1,4.912654885736052
537034,13081.0,United Kingdom,2010-12-01 00:00:00.000,2355.18,1338,73,1,7.764796942532211
537035,13081.0,United Kingdom,2010-12-01 00:00:00.000,11.6,8,1,0,2.533696813957432
537036,15545.0,United Kingdom,2010-12-01 00:00:00.000,135.33,75,31,1,4.915078417198038
537037,17243.0,United Kingdom,2010-12-01 00:00:00.000,256.9,92,11,1,5.552571912887299
537038,15465.0,United Kingdom,2010-12-01 00:00:00.000,535.75,125,7,1,6.28553243675889
537040,13089.0,United Kingdom,2010-12-01 00:00:00.000,734.4,192,2,1,6.600414568867172
537041,16033.0,United Kingdom,2010-12-01 00:00:00.000,155.64,52,26,1,5.0539501787822
537042,13838.0,United Kingdom,2010-12-01 00:00:00.000,230.66,80,48,1,5.4452707795042
537044,18055.0,United Kingdom,2010-12-01 00:00:00.000,431.45,93,19,1,6.069466712752521
537045,15038.0,United Kingdom,2010-12-01 00:00:00.000,118.88,43,30,1,4.786491242448462
537046,18109.0,United Kingdom,2010-12-01 00:00:00.000,277.45,55,14,1,5.629238510035678
537047,13069.0,United Kingdom,2010-12-01 00:00:00.000,326.6,181,41,1,5.791793351978915
537048,13069.0,United Kingdom,2010-12-01 00:00:00.000,5.9,2,2,0,1.9315214116032138
537049,16241.0,United Kingdom,2010-12-01 00:00:00.000,277.65,97,14,1,5.629956514015546
537050,14800.0,United Kingdom,2010-12-01 00:00:00.000,555.84,437,51,1,6.322277945520367
537051,15708.0,United Kingdom,2010-12-01 00:00:00.000,317.29,121,31,1,5.762962916892232
537052,16839.0,United Kingdom,2010-12-01 00:00:00.000,552.24,232,5,1,6.315791903756507
537053,16168.0,United Kingdom,2010-12-01 00:00:00.000,275.8,124,3,1,5.623295223743515
537054,16931.0,United Kingdom,2010-12-01 00:00:00.000,152.05,82,40,1,5.0307646653914215
537055,16814.0,United Kingdom,2010-12-01 00:00:00.000,273.29,107,15,1,5.614185940844445
537057,15351.0,United Kingdom,2010-12-01 00:00:00.000,274.67,129,49,1,5.6192044981809035
537058,13269.0,United Kingdom,2010-12-01 00:00:00.000,351.43,197,12,1,5.864852020972111
537059,14813.0,United Kingdom,2010-12-01 00:00:00.000,125.43,58,20,1,4.839688795323807
537065,12567.0,France,2010-12-01 00:00:00.000,1526.92,611,63,1,7.331662612334899
537067,14813.0,United Kingdom,2010-12-01 00:00:00.000,27.45,8,6,0,3.34814816057234
537077,17062.0,United Kingdom,2010-12-01 00:00:00.000,179.64,163,26,1,5.1965061004013515
537081,15332.0,Lithuania,2010-12-01 00:00:00.000,1145.06,442,25,1,7.0440852519250985
537086,15332.0,Lithuania,2010-12-01 00:00:00.000,438.0,168,8,1,6.0844994130751715
537090,15332.0,Lithuania,2010-12-01 00:00:00.000,15.0,12,1,0,2.772588722239781
537111,14810.0,United Kingdom,2010-12-01 00:00:00.000,177.89,83,22,1,5.1867710918031245
537117,16353.0,United Kingdom,2010-12-01 00:00:00.000,204.0,48,1,1,5.3230099791384085
537126,18118.0,United Kingdom,2010-12-01 00:00:00.000,472.11,211,116,1,6.159327919594015
537127,13831.0,United Kingdom,2010-12-01 00:00:00.000,408.0,160,2,1,6.013715156042802
537128,12841.0,United Kingdom,2010-12-01 00:00:00.000,211.74,135,23,1,5.3600707628235185
537129,13506.0,United Kingdom,2010-12-01 00:00:00.000,301.12,232,17,1,5.710824289445247
537130,17796.0,United Kingdom,2010-12-01 00:00:00.000,114.65,28,19,1,4.750568388677448
537131,15716.0,United Kingdom,2010-12-01 00:00:00.000,529.4,429,35,1,6.273631438871653
537133,18156.0,United Kingdom,2010-12-01 00:00:00.000,186.88,68,50,1,5.2358034611587945
537134,16983.0,United Kingdom,2010-12-01 00:00:00.000,163.49,107,9,1,5.1028497780840665
537135,17059.0,United Kingdom,2010-12-01 00:00:00.000,722.36,471,115,1,6.583907023546295
537136,12748.0,United Kingdom,2010-12-01 00:00:00.000,267.46,147,34,1,5.5927019270594895
537137,16327.0,United Kingdom,2010-12-01 00:00:00.000,535.6,392,66,1,6.285252937991523
537138,17211.0,United Kingdom,2010-12-01 00:00:00.000,273.3,204,33,1,5.614222397943558
537139,17026.0,United Kingdom,2010-12-01 00:00:00.000,33.15,25,3,0,3.530762586016799
537140,12748.0,United Kingdom,2010-12-01 00:00:00.000,65.57,51,33,0,4.198254025612612
537141,15570.0,United Kingdom,2010-12-01 00:00:00.000,517.65,165,37,1,6.251229281877837
537142,12748.0,United Kingdom,2010-12-01 00:00:00.000,41.45,16,15,0,3.7483269127573564
537144,15880.0,United Kingdom,2010-12-01 00:00:00.000,329.03,202,95,1,5.799183559419454
537153,16718.0,United Kingdom,2010-12-01 00:00:00.000,606.05,407,41,1,6.408611159989984
537154,15808.0,United Kingdom,2010-12-01 00:00:00.000,953.05,327,54,1,6.860716080976351
537155,12748.0,United Kingdom,2010-12-01 00:00:00.000,73.72,63,30,0,4.313747793920587
537156,17858.0,United Kingdom,2010-12-01 00:00:00.000,236.25,75,17,1,5.469114437490037
537158,16393.0,United Kingdom,2010-12-01 00:00:00.000,184.8,86,10,1,5.224670826379739
537159,14527.0,United Kingdom,2010-12-01 00:00:00.000,292.95,60,28,1,5.683409684848264
537160,14161.0,United Kingdom,2010-12-01 00:00:00.000,283.15,128,26,1,5.649502267743131
537163,17863.0,United Kingdom,2010-12-01 00:00:00.000,384.72,276,21,1,5.9551117176421835
537176,16411.0,United Kingdom,2010-12-01 00:00:00.000,128.55,69,19,1,4.8640669070081195
537179,13767.0,United Kingdom,2010-12-01 00:00:00.000,806.28,284,13,1,6.6936705721562735
537192,16402.0,United Kingdom,2010-12-01 00:00:00.000,205.65,102,53,1,5.331026540957741
537193,15023.0,United Kingdom,2010-12-01 00:00:00.000,429.4,226,32,1,6.064715008847575
537194,17402.0,United Kingdom,2010-12-01 00:00:00.000,271.2,80,1,1,5.6065370902173655
537195,15311.0,United Kingdom,2010-12-01 00:00:00.000,635.64,298,32,1,6.456204346678619
537196,15426.0,United Kingdom,2010-12-01 00:00:00.000,382.57,149,74,1,5.949522133485931
537197,12647.0,Germany,2010-12-01 00:00:00.000,286.5,79,16,1,5.661222860237405
537198,12647.0,Germany,2010-12-01 00:00:00.000,85.5,11,2,0,4.460144413937834
537199,15894.0,United Kingdom,2010-12-01 00:00:00.000,151.44,111,32,1,5.02677107600566
537200,15867.0,United Kingdom,2010-12-01 00:00:00.000,111.65,46,28,1,4.724285666878253
537201,12472.0,Germany,2010-12-01 00:00:00.000,1631.3,972,70,1,7.39774534215999
537202,14506.0,United Kingdom,2010-12-01 00:00:00.000,257.0,106,43,1,5.552959584921617
537204,15555.0,United Kingdom,2010-12-01 00:00:00.000,198.43,293,32,1,5.295463297565131
537205,13034.0,United Kingdom,2010-12-01 00:00:00.000,165.86,116,11,1,5.117155137473929
537206,15235.0,United Kingdom,2010-12-01 00:00:00.000,85.55,25,4,0,4.4607222816222185
537207,17402.0,United Kingdom,2010-12-01 00:00:00.000,188.77,40,23,1,5.245812812565887
537208,15889.0,United Kingdom,2010-12-01 00:00:00.000,272.07,141,57,1,5.609728172573878
537209,14606.0,United Kingdom,2010-12-01 00:00:00.000,192.68,83,41,1,5.2662073126298035
537210,15953.0,United Kingdom,2010-12-01 00:00:00.000,207.74,100,15,1,5.341089458391906
537211,16143.0,United Kingdom,2010-12-01 00:00:00.000,355.75,145,16,1,5.877035256356946
537212,12720.0,Germany,2010-12-01 00:00:00.000,473.39,299,30,1,6.162029768203335
537213,12748.0,United Kingdom,2010-12-01 00:00:00.000,8.65,7,6,0,2.2669579153508947
537214,16422.0,United Kingdom,2010-12-01 00:00:00.000,1668.2,2048,13,1,7.420099748717398
537215,12747.0,United Kingdom,2010-12-01 00:00:00.000,358.56,108,7,1,5.884881061705198
537216,15502.0,United Kingdom,2010-12-01 00:00:00.000,569.5,240,18,1,6.34651316930213
537217,15502.0,United Kingdom,2010-12-01 00:00:00.000,167.2,16,4,1,5.125153747538848
537218,12763.0,Japan,2010-12-01 00:00:00.000,320.08,196,16,1,5.771690313263376
537219,14081.0,United Kingdom,2010-12-01 00:00:00.000,423.52,252,67,1,6.050959118893622
537221,17965.0,United Kingdom,2010-12-01 00:00:00.000,37.35,14,7,0,3.646754527813265
537222,14404.0,United Kingdom,2010-12-01 00:00:00.000,129.23,56,25,1,4.869302117979612
537223,13579.0,United Kingdom,2010-12-01 00:00:00.000,164.7,46,9,1,5.1101789244325175
537224,13174.0,United Kingdom,2010-12-01 00:00:00.000,1369.06,674,122,1,7.222609813483609
537225,12748.0,United Kingdom,2010-12-01 00:00:00.000,491.38,310,60,1,6.19925077610115
537226,15987.0,United Kingdom,2010-12-01 00:00:00.000,113.48,86,9,1,4.740400135248196
537227,17677.0,United Kingdom,2010-12-01 00:00:00.000,922.4,700,20,1,6.828062510072889
537228,17677.0,United Kingdom,2010-12-01 00:00:00.000,25.2,12,1,0,3.265759410767051
537229,17677.0,United Kingdom,2010-12-01 00:00:00.000,17.4,12,1,0,2.91235066461494
537231,13652.0,United Kingdom,2010-12-01 00:00:00.000,308.8,112,18,1,5.735926927982768
537233,17428.0,United Kingdom,2010-12-01 00:00:00.000,353.0,148,9,1,5.869296913133774
537235,17381.0,United Kingdom,2010-12-01 00:00:00.000,2567.64,1464,5,1,7.851131854943212
537236,16858.0,United Kingdom,2010-12-01 00:00:00.000,375.69,91,9,1,5.931422568022302
537238,16161.0,United Kingdom,2010-12-01 00:00:00.000,164.2,88,15,1,5.107156861086878
537239,18219.0,United Kingdom,2010-12-01 00:00:00.000,210.19,67,13,1,5.352758202226283
537241,14293.0,United Kingdom,2010-12-01 00:00:00.000,364.92,172,15,1,5.902414730274471
537242,14748.0,United Kingdom,2010-12-01 00:00:00.000,412.22,282,29,1,6.023980138784662
537243,16638.0,United Kingdom,2010-12-01 00:00:00.000,50.4,24,2,0,3.9396381724611196
537244,17674.0,United Kingdom,2010-12-01 00:00:00.000,300.66,349,11,1,5.709300555340106
537245,14748.0,United Kingdom,2010-12-01 00:00:00.000,58.2,48,3,0,4.0809215418899605
537246,12808.0,Portugal,2010-12-01 00:00:00.000,129.4,53,7,1,4.870606649492553
537247,13094.0,United Kingdom,2010-12-01 00:00:00.000,223.68,192,3,1,5.414677167664232
537248,15899.0,United Kingdom,2010-12-01 00:00:00.000,56.25,39,4,0,4.047427642434349
537249,16955.0,United Kingdom,2010-12-01 00:00:00.000,33.0,20,1,0,3.5263605246161616
537250,12708.0,Germany,2010-12-01 00:00:00.000,196.44,89,14,1,5.285434740717023
537254,15898.0,United Kingdom,2010-12-01 00:00:00.000,377.64,207,55,1,5.936585885597992
537255,14443.0,United Kingdom,2010-12-01 00:00:00.000,303.5,163,20,1,5.718671087149952
537256,16210.0,United Kingdom,2010-12-01 00:00:00.000,2263.8,796,11,1,7.72524173379769
537257,17691.0,United Kingdom,2010-12-01 00:00:00.000,142.5,58,9,1,4.966335035199676
537258,17227.0,United Kingdom,2010-12-01 00:00:00.000,142.25,92,10,1,4.964591355594849
537262,15039.0,United Kingdom,2010-12-01 00:00:00.000,585.41,256,54,1,6.37401920363304
537265,15919.0,United Kingdom,2010-12-01 00:00:00.000,214.08,175,38,1,5.371010051941477
537298,13497.0,United Kingdom,2010-12-01 00:00:00.000,153.5,54,9,1,5.0401940963378005
537301,15860.0,United Kingdom,2010-12-01 00:00:00.000,102.66,72,14,1,4.641116312761561
537312,14189.0,United Kingdom,2010-12-01 00:00:00.000,311.24,254,9,1,5.743772122872359
537313,15304.0,United Kingdom,2010-12-01 00:00:00.000,123.15,21,5,1,4.821490511954176
537332,14344.0,United Kingdom,2010-12-01 00:00:00.000,322.8,120,12,1,5.780126041243535
537334,16719.0,United Kingdom,2010-12-01 00:00:00.000,430.73,146,44,1,6.067800392850192
537335,15048.0,United Kingdom,2010-12-01 00:00:00.000,98.7,32,23,0,4.602165676967792
537346,15301.0,United Kingdom,2010-12-01 00:00:00.000,673.37,503,34,1,6.513778921712439
537350,14708.0,United Kingdom,2010-12-01 00:00:00.000,419.06,350,12,1,6.040397558217161
537351,16898.0,United Kingdom,2010-12-01 00:00:00.000,112.08,94,29,1,4.72809553282539
537354,12748.0,United Kingdom,2010-12-01 00:00:00.000,133.07,85,38,1,4.89836205161347
537359,14825.0,United Kingdom,2010-12-01 00:00:00.000,184.1,72,10,1,5.220896219579452
537360,18113.0,United Kingdom,2010-12-01 00:00:00.000,76.32,72,1,0,4.34795265434013
537362,17596.0,United Kingdom,2010-12-01 00:00:00.000,390.97,529,56,1,5.971185306249601
537365,15078.0,United Kingdom,2010-12-01 00:00:00.000,449.95,201,21,1,6.111356468611717
537366,14085.0,United Kingdom,2010-12-01 00:00:00.000,308.05,106,12,1,5.733503076105283
537367,15078.0,United Kingdom,2010-12-01 00:00:00.000,25.2,12,1,0,3.265759410767051
537368,14911.0,EIRE,2010-12-01 00:00:00.000,377.5,135,15,1,5.936216072877503
537369,17860.0,United Kingdom,2010-12-01 00:00:00.000,226.45,93,49,1,5.426930434016013
537370,13155.0,United Kingdom,2010-12-01 00:00:00.000,379.7,168,51,1,5.942011663388452
537371,15028.0,United Kingdom,2010-12-01 00:00:00.000,185.97,119,14,1,5.230948176177183
537372,16919.0,United Kingdom,2010-12-01 00:00:00.000,198.35,73,22,1,5.295062073827364
537374,17259.0,United Kingdom,2010-12-01 00:00:00.000,367.95,256,74,1,5.910661133504376
537375,17019.0,United Kingdom,2010-12-01 00:00:00.000,358.82,223,48,1,5.885603906408473
537376,16722.0,United Kingdom,2010-12-01 00:00:00.000,480.68,278,16,1,6.177279993156192
537377,15882.0,United Kingdom,2010-12-01 00:00:00.000,270.52,116,14,1,5.604035801485916
537378,14911.0,EIRE,2010-12-01 00:00:00.000,784.15,476,20,1,6.665874782330963
537380,15882.0,United Kingdom,2010-12-01 00:00:00.000,100.8,48,2,1,4.623010104116422
537381,14667.0,United Kingdom,2010-12-01 00:00:00.000,511.56,372,24,1,6.239417777330766
537382,16710.0,United Kingdom,2010-12-01 00:00:00.000,370.42,192,53,1,5.917333497764907
537384,15984.0,United Kingdom,2010-12-01 00:00:00.000,122.7,56,5,1,4.8178592793984425
537385,14487.0,United Kingdom,2010-12-01 00:00:00.000,125.1,37,13,1,4.837075242970874
537386,14911.0,EIRE,2010-12-01 00:00:00.000,20.85,3,1,0,3.084200921541599
537387,13468.0,United Kingdom,2010-12-01 00:00:00.000,222.18,84,14,1,5.4079786207575555
537388,17682.0,United Kingdom,2010-12-01 00:00:00.000,391.5,210,18,1,5.972536537222463
537389,17757.0,United Kingdom,2010-12-01 00:00:00.000,149.0,60,19,1,5.0106352940962555
537390,16658.0,United Kingdom,2010-12-01 00:00:00.000,123.24,40,8,1,4.822215178840431
537391,16550.0,United Kingdom,2010-12-01 00:00:00.000,554.66,257,48,1,6.320156596410232
537392,17068.0,United Kingdom,2010-12-01 00:00:00.000,166.15,80,24,1,5.118891612866108
537393,13089.0,United Kingdom,2010-12-01 00:00:00.000,2415.04,972,34,1,7.789885115209042
537394,13089.0,United Kingdom,2010-12-01 00:00:00.000,81.18,54,5,0,4.408911963455264
537395,15356.0,United Kingdom,2010-12-01 00:00:00.000,143.12,75,49,1,4.9706462858798925
537396,17223.0,United Kingdom,2010-12-01 00:00:00.000,292.84,64,29,1,5.683035401511412
537397,16817.0,United Kingdom,2010-12-01 00:00:00.000,244.2,164,10,1,5.5020742040620565
537399,13030.0,United Kingdom,2010-12-01 00:00:00.000,402.36,174,50,1,5.999829463439609
537400,17191.0,United Kingdom,2010-12-01 00:00:00.000,422.81,261,49,1,6.049285241591683
537403,17191.0,United Kingdom,2010-12-01 00:00:00.000,30.45,21,11,0,3.4483989831464497
537404,17191.0,United Kingdom,2010-12-01 00:00:00.000,56.85,38,11,0,4.0578534536396855
537405,17841.0,United Kingdom,2010-12-01 00:00:00.000,406.69,132,45,1,6.010507081685298
537407,15502.0,United Kingdom,2010-12-01 00:00:00.000,192.7,34,6,1,5.2663105704129505
537409,15194.0,United Kingdom,2010-12-01 00:00:00.000,406.16,247,16,1,6.009206228584139
537410,14409.0,United Kingdom,2010-12-01 00:00:00.000,151.2,72,1,1,5.025195445427586
537412,14409.0,United Kingdom,2010-12-01 00:00:00.000,177.6,96,1,1,5.185148668442399
537415,16654.0,United Kingdom,2010-12-01 00:00:00.000,227.4,63,9,1,5.431098477781855
537418,17884.0,United Kingdom,2010-12-01 00:00:00.000,135.01,65,33,1,4.912728412444662
537419,13495.0,United Kingdom,2010-12-01 00:00:00.000,510.95,209,14,1,6.238226964020826
537420,17519.0,United Kingdom,2010-12-01 00:00:00.000,335.3,184,18,1,5.818003618746224
537421,17218.0,United Kingdom,2010-12-01 00:00:00.000,287.54,129,48,1,5.664833724517626
537422,17812.0,United Kingdom,2010-12-01 00:00:00.000,193.3,127,27,1,5.269403356383394
537423,14215.0,United Kingdom,2010-12-01 00:00:00.000,166.0,104,6,1,5.117993812416755
537424,15602.0,United Kingdom,2010-12-01 00:00:00.000,92.55,57,3,0,4.538496052720099
537428,17320.0,United Kingdom,2010-12-01 00:00:00.000,450.92,210,22,1,6.113505173017007
537429,12748.0,United Kingdom,2010-12-01 00:00:00.000,82.12,119,20,0,4.420285346790972
537433,12913.0,United Kingdom,2010-12-01 00:00:00.000,417.62,146,4,1,6.0369635871792005
537435,17920.0,United Kingdom,2010-12-01 00:00:00.000,221.5,82,14,1,5.404927101606295
537440,17869.0,United Kingdom,2010-12-01 00:00:00.000,214.32,67,16,1,5.372125293692757
537441,13564.0,United Kingdom,2010-12-01 00:00:00.000,536.05,255,40,1,6.286091200044056
537446,18055.0,United Kingdom,2010-12-01 00:00:00.000,569.03,201,28,1,6.34568899102255
537447,13963.0,United Kingdom,2010-12-01 00:00:00.000,151.3,54,7,1,5.025852259901116
537448,17450.0,United Kingdom,2010-12-01 00:00:00.000,39.6,6,1,0,3.703768066607687
537456,17450.0,United Kingdom,2010-12-01 00:00:00.000,1989.24,780,2,1,7.596010513461654
537457,17511.0,United Kingdom,2010-12-01 00:00:00.000,1644.94,914,19,1,7.406066928567764
537458,17091.0,United Kingdom,2010-12-01 00:00:00.000,293.45,101,13,1,5.685109209390579
537459,17470.0,United Kingdom,2010-12-01 00:00:00.000,178.4,112,11,1,5.1896179496246955
537460,17616.0,United Kingdom,2010-12-01 00:00:00.000,326.4,128,1,1,5.791182664937034
537461,15649.0,United Kingdom,2010-12-01 00:00:00.000,510.0,120,1,1,6.236369590203704
537462,17228.0,United Kingdom,2010-12-01 00:00:00.000,172.65,89,12,1,5.157041779190083
537463,12681.0,France,2010-12-01 00:00:00.000,1033.52,585,41,1,6.941692830009834
537464,14907.0,United Kingdom,2010-12-01 00:00:00.000,618.07,234,28,1,6.428218351912871
537465,17735.0,United Kingdom,2010-12-01 00:00:00.000,454.6,218,22,1,6.121615231573027
537467,16059.0,United Kingdom,2010-12-01 00:00:00.000,118.25,51,18,1,4.781222129768451
537468,12567.0,France,2010-12-01 00:00:00.000,415.46,167,20,1,6.031790418579547
537469,17720.0,United Kingdom,2010-12-01 00:00:00.000,102.0,24,1,1,4.634728988229636
537470,15018.0,United Kingdom,2010-12-01 00:00:00.000,111.25,21,5,1,4.720728526622364
537471,14344.0,United Kingdom,2010-12-01 00:00:00.000,17.85,3,1,0,2.93651291389402
537472,12971.0,United Kingdom,2010-12-01 00:00:00.000,111.54,126,6,1,4.723308714005133
